dataset,x,y
M,79.7436,66.7949
M,81.7949,60.2564
M,83.3333,55.2564
M,85.1282,51.4103
M,86.4103,47.5641
M,87.9487,46.0256
M,89.4872,42.5641
M,93.3333,39.8718
M,95.3846,36.7949
M,98.2051,33.718
M,56.6667,40.641
M,59.2308,38.3333
M,60.7692,33.718
M,63.0769,29.1026
M,64.1026,25.2564
M,64.359,24.1026
M,74.359,22.9487
M,71.2821,22.9487
M,67.9487,22.1795
M,65.8974,20.2564
M,63.0769,19.1026
M,61.2821,19.1026
M,58.7179,18.3333
M,55.1282,18.3333
M,52.3077,18.3333
M,49.7436,17.5641
M,47.4359,16.0256
M,44.8718,13.718
M,48.7179,14.8718
M,51.2821,14.8718
M,54.1026,14.8718
M,56.1538,14.1026
M,52.0513,12.5641
M,48.7179,11.0256
M,47.1795,9.8718
M,46.1538,6.0256
M,50.5128,9.4872
M,53.8462,10.2564
M,57.4359,10.2564
M,60.0,10.641
M,64.1026,10.641
M,66.9231,10.641
M,71.2821,10.641
M,74.359,10.641
M,78.2051,10.641
M,67.9487,8.718
M,68.4615,5.2564
M,68.2051,2.9487
M,37.6923,25.7692
M,39.4872,25.3846
M,91.2821,41.5385
M,50.0,95.7692
M,47.9487,95.0
M,44.1026,92.6923
